feature,f_binary,mi_binary,rf_binary,agg_stageA,f_type6,mi_type6,rf_type6,agg_stageB,selected,in_stageA,in_stageB
dp_DI,329.71701680582584,0.028001727588357728,0.0014736035494678755,0.04605442909058028,87.88048216477868,0.13059355446427023,0.0021080376122266714,0.09229703997504916,False,False,False
dp_TG,83.1014485122205,0.03850462056739845,0.0018132243976769081,0.04947743476194837,18.56839717179103,0.13310471990308326,0.002944513902929095,0.0908330371519172,False,False,False
dp_SI,11.14763822295683,0.03181933431416306,0.001369531990001547,0.03275345615331767,267.5084664132403,0.12234652438502591,0.001608262404875416,0.09069693169288355,False,False,False
dp_AK,205.64380093840043,0.04171335585019342,0.0017011171083151859,0.059931164277975624,42.400680843518536,0.14985425163812272,0.0019544381334256605,0.08907537357387878,False,False,False
dp_EI,201.9021128013928,0.04452091998145136,0.002008966403996998,0.06334205684829691,192.02080948760116,0.1410465598996571,0.0017964753268416515,0.08902165998147935,False,False,False
dp_TK,263.20611945735396,0.027089151475734097,0.0017127407499863533,0.038441880555401924,227.47962682592896,0.10749812979940554,0.0013246574161794292,0.08857407292950796,False,False,False
dp_GP,47.445338118880215,0.02864315182172783,0.0021523235630706056,0.036148583037177384,161.15363245984648,0.11154996255517213,0.0022893510664237426,0.0847426794644338,False,False,False
dp_NL,1.3434138597060319,0.04488306329694547,0.0015170192591164664,0.04802070120085919,178.2757477516051,0.13581831582641213,0.0016130327567633032,0.08471761613601474,False,False,False
dp_VK,198.1863214167037,0.04097277016895773,0.0018643435242263677,0.06424159062846707,224.50890528234444,0.12393545424996733,0.0016482886032097453,0.08449354883763184,False,False,False
dp_RE,222.4031687305263,0.03226962269411948,0.002773576799619415,0.0561138043710485,284.50646915397436,0.08556239664301257,0.002142904220634416,0.0820624884963981,False,False,False
dp_YK,869.0585488852307,0.03539538752750726,0.0028803475981595654,0.11892216835215019,191.4082645054899,0.11546172981877234,0.0017437314249745864,0.0812373493925688,False,False,False
dp_ID,524.516666600698,0.026764891437152327,0.002035857045595798,0.07168318177915116,174.45120230787938,0.1082188738496721,0.0017104563256885748,0.08078585681412095,False,False,False
dp_PG,452.0419695989937,0.04057390097620828,0.003126445926602007,0.0704977102463025,167.77895957658257,0.09697095655941679,0.002044484139387465,0.07987266637120378,False,False,False
dp_TS,270.8363743281401,0.061681802206941194,0.0014871263582044584,0.08067328645181088,173.46418981274343,0.1256315799694958,0.0014659955303304628,0.07900811317745401,False,False,False
dp_LI,21.91299655020518,0.042562233768290936,0.0017292028646523961,0.04452442793169072,156.9055964867486,0.13602715181148106,0.0014072268648150613,0.07877133650453003,False,False,False
dp_DV,172.4212933157719,0.03474842787789156,0.0017734254484665236,0.048835345197379115,140.1734988235327,0.1114725147775415,0.0020524370994718113,0.07835820997040208,False,False,False
dp_DA,468.14967410696835,0.031393366278471335,0.0027246488669670815,0.07510682053736972,195.33982662830496,0.1288171417936108,0.0014125840364188685,0.07770390291848614,False,False,False
dp_KL,154.68628405710194,0.06516788655094152,0.002273875084142837,0.08306036416200582,71.13871801593467,0.13256736294692084,0.0021684055693856025,0.07697878564861099,False,False,False
dp_SA,74.75831748689555,0.06424987273067839,0.0019629949478449254,0.07470593828819996,43.3178489098894,0.15594748140029058,0.0014859831312806185,0.07673783038264836,False,False,False
dp_KT,38.793540088561244,0.031027848574884276,0.0012463430814164188,0.025310469756724796,126.16254721481184,0.1146601413533963,0.0014856059426397482,0.07420759195230946,False,False,False
dp_RL,1014.6488851014637,0.05333043479855237,0.003086771426422939,0.12595449365285966,122.24009460029671,0.10441631023106357,0.0021618399444778076,0.07389388183735066,False,False,False
dp_DL,374.3020096535514,0.05688192029626782,0.0024084977065143834,0.09409499137514404,54.37382627743665,0.10172243754458377,0.002356290280868553,0.0732773319831379,False,False,False
dp_KY,810.1206000682525,0.022625123330856534,0.00191382372531864,0.0874344640920634,171.65369478811382,0.10500197813288281,0.001413102580643485,0.07275676783854874,False,False,False
dp_TP,122.11921606887094,0.0304032720136318,0.0012428689478873305,0.0327342175679429,282.3214911334184,0.08240713249726905,0.0020274226274304033,0.07228849624236958,False,False,False
dp_II,14.073961971257823,0.01624443498302286,0.0012787433381783561,0.011087920219264124,148.12863336425286,0.08990575686160085,0.0018641123756377638,0.07220880863662085,False,False,False
dp_AQ,31.38261187143983,0.02402614702692496,0.0013653568571388279,0.022298837541923393,79.00183496439604,0.10994762081492926,0.0018977895479506271,0.07171555098242943,False,False,False
dp_GA,5.509658003199096,0.04289885641721236,0.0023126231984069837,0.049535321035542965,21.952778441178307,0.11461725090625396,0.0019202339682009451,0.0691574030044762,False,False,False
dp_ER,177.08402960406914,0.029189242528942838,0.002058899598731487,0.046168824171603416,180.86006522966346,0.09760011963287107,0.0015607006357795542,0.06865156161545209,False,False,False
dp_KS,77.93682751518027,0.03533496983053985,0.0014285447805459386,0.03576411974034106,178.95218740156426,0.11024222307627474,0.0015754292063389888,0.06762452678397257,False,False,False
dp_RG,19.51564129640033,0.019344130172647578,0.0035558116936098066,0.04067178444078274,168.4580882970531,0.09587336774171717,0.00152091754324034,0.0670671606567076,False,False,False
dp_VP,1.094145756647126,0.037570587956656354,0.0012089528552516144,0.031052261596943683,115.6033046771009,0.09298650519225005,0.0014615095945693074,0.0641379090017635,False,False,False
dp_LR,1150.4281991162954,0.05797157200824543,0.00473624940248041,0.16579747535205663,119.78300133821902,0.09855856900262339,0.00136492829234592,0.06066592942673277,True,True,False
dp_LN,91.63804148400152,0.03201196658086247,0.0015839630503058611,0.041300816240602375,188.34396374967486,0.0846051359747868,0.0012071075454316517,0.06030507773186116,False,False,False
dp_QG,92.01204089713522,0.02036764087675591,0.001958912497429425,0.023987799660489414,70.13096716933481,0.08551518303905192,0.0017005510547989599,0.06026335770977928,False,False,False
dp_VI,31.142390718016088,0.020621369610148932,0.001620633000086933,0.026773741374072565,116.11201100655471,0.09252436191697333,0.0015788463425226993,0.05968370574038233,False,False,False
dp_PT,6.229429121265196,0.03332546616934473,0.0011636738738589213,0.025023273445333668,81.41808507475055,0.09003734301026878,0.0016748882690112458,0.05875894069816763,False,False,False
dp_QE,352.1443830871945,0.03850103358282997,0.0014801402952855987,0.04915194666553694,182.1600994728854,0.0879239667415681,0.0012054897861956961,0.05838918302206661,False,False,False
dp_TI,305.85368165556446,0.031217342801699743,0.0014510035681681835,0.04384837642827604,86.2137985939768,0.11266474957134376,0.0010717303275516834,0.055355939508457165,False,False,False
dp_AF,53.61018438501743,0.026569291705951237,0.0013918647416866416,0.026953845193111035,46.78599868082654,0.09781659373799156,0.0014640639493359075,0.0553120370217832,False,False,False
dp_HG,364.7273489532143,0.02457386265830519,0.0007417313911361751,0.0268688508043204,54.513412720845245,0.07911550993589245,0.0016119617204617025,0.05431237154902324,False,False,False
dp_GE,0.3783545301030825,0.03597868579810837,0.0022158964939485363,0.047691665034666285,88.70883786419762,0.10115335243026324,0.0011501582668629762,0.05429383460808607,False,False,False
